DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,vs COL,L 6-5,5.0,5,4,3,0,4,6,8,7,83,25,45,-,-,4.65
Jul 13,@ ATL,W 2-1,6.0,5,1,1,0,1,7,8,8,95,24,64,W(11-6),-,4.61
Jul 8,vs SD,L 4-3,1.0,1,0,0,0,1,2,0,2,23,5,-,-,-,4.80
Jul 6,vs SD,W 3-1,6.0,4,1,1,0,1,7,9,6,81,23,66,W(10-6),-,4.85
Jul 1,vs SF,L 9-6,4.0,9,7,7,0,5,5,5,10,89,26,16,L(9-6),-,5.07
Jun 26,@ MIA,W 5-3,5.0,6,2,2,1,4,4,8,8,98,24,47,W(9-5),-,4.58
Jun 21,@ PIT,W 9-3,6.0,4,3,2,0,3,5,12,5,96,25,56,W(8-5),-,4.64
Jun 15,vs NYM,W 7-3,6.2,5,2,2,1,3,8,8,7,101,27,-,W(7-5),-,4.77
Jun 10,@ COL,W 8-3,5.2,5,2,2,0,2,8,5,8,93,24,57,W(6-5),-,4.97
Jun 4,@ SF,L 10-3,3.1,5,7,7,2,2,3,6,6,86,19,23,L(5-5),-,5.12
May 29,vs CIN,W 5-2,6.0,6,2,2,1,2,7,11,5,94,26,-,W(5-4),-,4.38
May 23,@ MIL,L 9-2,3.1,7,8,6,1,6,3,6,9,88,24,15,L(4-4),-,4.53
May 18,@ NYM,L 3-1,6.0,4,3,1,0,4,6,9,8,106,27,58,L(4-3),-,3.78
May 13,vs WSH,L 6-4,6.1,7,4,4,3,1,6,9,11,103,27,48,-,-,4.08
May 8,@ LAD,W 8-5,5.2,6,4,4,1,4,4,7,11,103,26,41,-,-,3.83
May 2,vs LAD,L 2-1,6.0,5,1,1,0,3,5,9,6,100,23,60,L(4-2),-,3.41
Apr 27,@ WSH,W 5-4,5.0,10,4,4,1,3,4,11,10,109,28,32,W(4-1),-,3.81
Apr 21,vs SD,W 6-2,5.1,6,2,2,0,1,8,6,7,94,22,55,W(3-1),-,3.09
Apr 15,@ LAD,L 7-2,4.0,5,6,5,1,6,4,10,4,93,24,28,L(2-1),-,3.00
Apr 9,@ SF,W 2-1,7.0,4,0,0,0,0,9,9,5,100,23,78,W(2-0),-,0.64
Apr 3,vs LAD,W 6-1,7.0,4,1,1,0,1,3,11,11,96,26,67,W(1-0),-,1.29
