DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jun 6,@ HOU,L 7-5,1.0,1,0,0,0,0,1,1,2,18,4,-,-,-,2.61
Jun 1,vs TB,W 4-3,1.0,0,0,0,0,1,1,0,1,21,3,-,-,-,2.75
May 30,vs TEX,L 7-6,1.0,1,1,0,0,0,1,0,3,14,5,-,-,H(5),2.89
May 29,vs TEX,L 9-5,1.0,0,0,0,0,2,1,1,0,18,4,-,-,-,3.06
May 20,vs DET,W 3-2,1.0,0,0,0,0,0,1,2,0,17,3,-,-,-,3.24
May 18,vs DET,W 5-4,1.0,0,0,0,0,0,1,1,1,10,3,-,W(3-2),-,3.45
May 16,vs TEX,L 5-1,0.1,1,0,0,0,2,0,2,0,20,4,-,-,-,3.68
May 15,vs TEX,W 9-8,1.0,0,0,0,0,1,0,1,2,11,4,-,-,-,3.77
May 12,@ DET,W 9-5,1.0,0,0,0,0,0,1,1,1,15,3,-,-,-,4.05
Apr 29,@ CLE,W 10-4,0.1,0,2,2,0,2,1,0,0,22,4,-,-,-,4.38
Apr 26,@ CLE,W 5-4,0.2,1,0,0,0,0,1,0,2,9,3,-,W(2-2),BlSv(1),3.00
Apr 24,@ CHW,W 1-0,0.2,0,0,0,0,0,1,0,1,4,2,-,-,H(4),3.18
Apr 21,@ TEX,W 9-7,1.1,1,0,0,0,1,1,1,3,31,6,-,-,H(3),3.38
Apr 19,vs HOU,L 9-2,1.1,1,1,1,0,2,1,2,1,27,6,-,-,-,3.86
Apr 17,vs HOU,L 4-1,1.0,1,2,2,1,1,2,0,2,21,5,-,L(1-2),-,3.38
Apr 14,vs OAK,W 10-8,1.0,0,0,0,0,1,1,1,1,16,4,-,-,-,1.29
Apr 13,vs OAK,W 7-4,1.0,0,0,0,0,1,1,0,1,12,3,-,W(1-1),-,1.50
Apr 10,@ KC,W 8-3,1.1,1,0,0,0,1,2,1,2,32,6,-,-,-,1.80
Apr 7,@ MIN,W 11-4,0.2,0,0,0,0,0,1,0,1,6,2,-,-,H(2),2.45
Apr 5,@ MIN,L 4-2,1.1,3,1,1,1,0,3,1,3,23,7,-,L(0-1),-,3.00
Mar 31,vs CLE,L 6-5,1.0,0,0,0,0,0,1,2,0,10,3,-,-,-,0.00
Mar 29,vs CLE,W 2-1,0.2,0,0,0,0,0,0,1,0,3,1,-,-,H(1),0.00
