DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,@ CLE,W 9-4,1.0,2,1,1,1,1,0,2,3,28,6,-,-,-,4.88
Jul 20,@ CIN,W 12-1,2.0,3,0,0,0,0,3,2,3,39,8,-,-,-,4.82
Jul 15,vs MIL,W 7-6,1.0,1,0,0,0,0,1,1,2,13,4,-,-,-,4.97
Jul 10,vs WSH,L 5-1,0.1,3,3,3,0,3,1,0,3,27,7,-,-,-,5.05
Jul 6,vs PHI,L 17-5,2.2,1,0,0,0,1,2,3,4,47,11,-,-,-,4.65
Jul 2,@ LAD,L 17-1,2.0,5,4,4,1,1,1,4,6,48,12,-,-,-,4.85
Jul 1,@ SD,W 7-5,0.1,0,0,0,0,1,0,0,1,12,2,-,-,H(2),4.40
Jun 29,@ SD,W 6-3,0.1,2,2,2,0,0,0,2,1,11,3,-,-,-,4.42
Jun 26,@ NYM,L 4-3,1.1,2,1,1,0,1,2,2,2,32,7,-,L(5-2),-,4.13
Jun 25,@ NYM,W 6-4,1.0,0,0,0,0,1,1,1,0,16,3,-,-,H(1),4.07
Jun 21,vs ARI,L 9-3,3.0,0,0,0,0,4,1,5,3,55,14,-,-,-,4.14
Jun 16,vs CIN,W 6-2,2.0,0,0,0,0,1,1,2,3,29,7,-,-,-,4.38
Jun 12,@ ARI,L 13-8,3.0,3,2,2,0,3,5,5,1,66,14,-,-,-,4.56
Jun 9,@ CHC,L 2-0,1.1,1,0,0,0,1,1,4,0,15,6,-,-,-,4.47
Jun 6,vs LAD,W 11-9,2.1,3,3,3,1,2,2,3,4,45,11,-,W(5-1),-,4.60
Jun 3,@ STL,L 5-0,2.0,0,0,0,0,1,2,2,1,24,6,-,-,-,4.22
May 28,vs CHC,L 7-0,0.2,2,2,2,1,0,1,1,2,21,4,-,-,-,4.43
May 27,vs STL,L 6-4,1.1,0,0,0,0,0,2,1,1,22,5,-,-,-,4.05
May 23,@ CIN,W 5-4,2.0,0,0,0,0,2,2,1,3,31,9,-,W(4-1),-,4.19
May 17,vs SD,W 5-4,2.1,3,0,0,0,0,3,3,4,32,10,-,-,-,4.42
May 11,vs SF,W 11-2,1.0,2,2,2,0,2,3,0,2,33,7,-,W(3-1),-,4.72
May 9,@ CHW,W 6-5,2.0,1,0,0,0,0,4,3,0,24,7,-,-,-,4.32
May 5,@ MIL,L 5-3,0.1,0,0,0,0,0,0,1,0,2,1,-,-,-,4.60
May 2,@ WSH,L 9-3,2.0,1,0,0,0,1,3,1,3,30,8,-,-,-,4.65
Apr 27,vs STL,W 6-5,4.2,5,5,4,1,3,3,9,8,82,23,36,-,-,4.97
Apr 21,@ PHI,L 6-2,5.1,2,2,2,0,3,4,4,9,93,21,57,-,-,4.44
Apr 16,vs COL,L 6-2,6.0,5,5,5,1,2,1,10,10,86,23,41,L(2-1),-,4.74
Apr 11,@ CHC,L 13-5,5.0,7,4,4,1,2,3,10,8,94,24,38,-,-,3.46
Apr 5,vs CIN,W 5-2,5.0,3,1,1,0,4,4,7,6,80,21,57,W(2-0),-,1.13
Mar 30,@ DET,W 13-10,3.0,2,0,0,0,1,3,3,5,47,12,-,W(1-0),-,0.00
