DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 22,@ MIL,W 11-2,6.0,5,2,2,0,3,4,13,7,100,27,-,W(6-5),-,3.87
Jul 14,vs LAA,L 5-4,6.0,7,3,3,0,2,6,9,10,103,28,50,-,-,3.92
Jul 8,@ LAA,L 4-3,6.0,5,3,3,1,2,4,7,11,76,24,52,-,-,3.88
Jul 2,vs PIT,W 17-1,6.0,6,1,1,1,0,3,9,10,92,22,59,W(5-5),-,3.84
Jun 27,vs CHC,W 7-5,7.0,7,3,2,1,0,6,8,13,93,27,-,W(4-5),-,4.00
Jun 22,@ NYM,W 5-2,6.0,6,2,2,1,1,7,8,9,92,25,58,W(3-5),-,4.13
Jun 16,vs SF,W 3-1,5.2,4,1,1,0,2,2,8,11,85,23,57,W(2-5),-,4.22
Jun 9,vs ATL,L 5-3,4.2,9,4,2,0,0,6,10,7,92,23,40,L(1-5),-,4.43
Jun 3,@ COL,W 10-7,2.0,5,6,6,1,3,2,2,7,61,15,21,-,-,4.48
May 26,vs SD,L 7-5,5.1,6,5,5,3,1,7,6,8,79,22,42,-,-,3.75
May 20,@ WSH,W 7-2,6.0,3,2,2,1,1,4,4,13,82,22,61,W(1-4),-,3.32
May 15,@ MIA,L 4-2,6.0,9,2,1,0,0,5,11,9,93,25,53,L(0-4),-,3.35
May 9,vs ARI,W 6-3,5.0,5,1,1,1,3,4,6,9,94,22,54,-,-,3.60
May 3,@ ARI,W 5-2,5.0,4,1,1,0,2,8,5,5,96,20,61,-,-,3.83
Apr 28,@ SF,L 8-3,6.0,6,4,4,0,1,4,9,11,85,25,47,L(0-3),-,4.11
Apr 22,vs WSH,W 4-3,6.0,6,3,2,1,1,4,10,10,96,25,53,-,-,3.72
Apr 17,@ SD,W 7-3,5.1,2,1,0,0,1,7,7,5,77,20,68,-,-,3.91
Apr 11,vs OAK,L 16-6,3.2,7,7,7,1,0,5,7,7,76,19,24,L(0-2),-,5.09
Apr 4,@ ARI,L 3-0,6.0,6,3,3,0,0,5,10,8,89,23,53,L(0-1),-,1.93
Mar 30,vs SF,L 1-0,8.0,1,0,0,0,0,5,15,8,90,28,85,-,-,0.00
