DATE,OPP,RESULT,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,AVG
Oct 3,vs MIN,W 8-4,Did not play
Oct 5,@ CLE,L 4-0,Did not play
Oct 6,@ CLE,L 9-8,Did not play
Oct 8,vs CLE,W 1-0,Did not play
Oct 9,vs CLE,W 7-3,Did not play
Oct 11,@ CLE,W 5-2,Did not play
Oct 13,@ HOU,L 2-1,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
Oct 14,@ HOU,L 2-1,Did not play
Oct 16,vs HOU,W 8-1,Did not play
Oct 17,vs HOU,W 6-4,Did not play
Oct 18,vs HOU,W 5-0,Did not play
Oct 20,@ HOU,L 7-1,Did not play
Oct 21,@ HOU,L 4-0,Did not play
