DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 22,@ CIN,W 9-2,1.0,0,0,0,0,0,1,1,1,12,3,-,-,-,4.58
Jul 14,vs MIL,W 6-2,1.1,2,0,0,0,3,3,1,1,40,8,-,-,H(4),4.67
Jul 12,vs MIL,W 6-3,1.0,1,0,0,0,1,2,1,1,22,5,-,-,-,4.80
Jul 10,vs WSH,L 5-1,1.2,2,0,0,0,0,2,2,1,23,5,-,-,-,4.89
Jul 6,vs PHI,L 17-5,2.0,5,3,3,0,1,6,1,4,49,12,-,-,-,5.06
Jul 4,@ LAD,L 6-4,0.0,1,2,2,0,2,0,1,0,15,4,-,-,-,INF
Jul 1,@ SD,W 7-5,1.0,0,0,0,0,0,1,2,0,12,3,-,-,H(3),4.30
Jun 30,@ SD,L 4-3,2.0,0,0,0,0,0,3,3,0,21,6,-,-,-,4.40
Jun 27,@ NYM,W 5-3,1.0,0,0,0,0,1,1,0,1,11,3,-,-,-,4.60
Jun 25,@ NYM,W 6-4,0.0,1,2,2,1,1,0,0,1,7,2,-,-,-,INF
Jun 22,vs ARI,L 2-1,2.0,1,1,1,0,2,2,1,3,41,8,-,L(1-2),-,4.29
Jun 19,vs MIL,L 3-2,2.0,2,0,0,0,0,4,3,0,33,7,-,-,-,4.28
Jun 17,vs CIN,L 8-6,2.0,1,0,0,0,1,1,5,1,26,8,-,-,-,4.50
Jun 15,vs CIN,W 3-2,1.0,0,0,0,0,0,0,3,0,9,3,-,-,H(2),4.75
Jun 7,vs LAD,L 8-7,2.0,3,3,3,1,1,2,3,4,37,10,-,-,-,4.89
Jun 5,vs LAD,L 5-0,2.0,1,1,1,1,1,3,0,4,37,8,-,-,-,4.36
Jun 2,@ STL,L 3-2,1.0,0,0,0,0,1,1,2,0,18,4,-,-,-,4.35
May 31,@ STL,L 10-8,2.0,2,0,0,0,0,1,4,3,18,8,-,-,-,4.50
May 29,vs CHC,L 8-6,0.1,0,0,0,0,1,1,0,0,11,2,-,-,H(1),4.82
May 26,vs STL,L 4-1,2.0,2,0,0,0,1,2,3,2,30,8,-,-,-,4.88
May 24,@ CIN,L 5-4,2.0,1,0,0,0,0,2,3,2,27,7,-,-,-,5.26
May 22,@ CIN,L 7-2,1.0,0,0,0,0,0,2,1,0,12,3,-,-,-,5.70
May 19,vs SD,L 6-2,2.0,3,1,1,1,0,2,5,2,30,9,-,-,-,5.96
May 13,vs SF,L 5-0,2.0,2,0,0,0,1,3,2,3,37,9,-,-,-,6.10
May 8,@ CHW,W 10-6,2.1,1,0,0,0,0,3,3,2,41,8,-,W(1-1),-,6.75
May 1,@ WSH,L 12-4,1.0,4,6,6,0,2,1,2,4,36,9,-,-,-,7.71
Apr 27,vs STL,W 6-5,3.0,2,0,0,0,1,4,5,1,33,11,-,-,-,4.70
Apr 19,@ PHI,L 7-0,3.2,3,2,2,0,3,7,4,3,73,17,-,-,-,5.84
Apr 16,vs COL,L 6-2,2.0,1,1,1,1,1,1,2,4,38,8,-,-,-,6.23
Apr 11,@ CHC,L 13-5,0.2,3,4,4,0,0,2,2,3,28,7,-,L(0-1),-,6.75
Apr 7,vs CIN,L 7-4,1.0,0,0,0,0,1,1,1,1,14,4,-,-,-,1.50
Apr 4,vs MIN,L 7-3,3.0,2,1,1,0,2,5,2,3,55,12,-,-,-,1.80
Apr 1,@ DET,W 8-6,2.0,1,0,0,0,2,2,3,2,37,9,-,-,-,0.00
