DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,@ NYY,L 7-6,5.0,9,5,5,0,1,3,6,14,92,25,31,L(4-8),-,3.65
Jul 12,vs WSH,L 5-4,6.1,8,3,3,2,2,4,12,11,100,29,47,L(4-7),-,3.38
Jul 7,vs TB,L 3-0,6.1,5,1,1,0,3,5,9,10,110,28,61,L(4-6),-,3.31
Jul 1,@ MIA,W 5-2,5.1,3,1,0,0,2,6,8,7,109,23,-,W(4-5),-,3.46
Jun 26,vs PIT,W 4-3,7.0,6,3,3,1,0,7,12,7,110,27,60,-,-,3.69
Jun 21,@ COL,L 6-4,5.2,8,5,5,1,2,6,7,11,97,27,37,L(3-5),-,3.68
Jun 16,@ ARI,W 5-1,6.2,6,1,1,0,1,3,13,10,103,27,60,W(3-4),-,3.31
Jun 9,vs NYY,L 4-3,6.0,5,3,3,2,4,6,7,8,105,25,52,-,-,3.53
Jun 3,vs CHC,L 2-0,7.0,5,2,2,0,2,7,12,5,100,26,64,L(2-4),-,3.42
May 29,@ ATL,L 7-6,3.0,1,0,0,0,2,2,6,2,42,13,-,-,-,3.55
May 24,@ MIL,W 5-0,6.0,4,0,0,0,3,3,10,8,94,25,-,W(2-3),-,3.80
May 19,vs ARI,W 5-4,4.0,6,4,4,2,1,2,7,8,79,18,35,-,-,4.42
May 11,@ PHI,W 3-1,5.0,5,1,1,1,4,3,7,8,95,23,52,-,-,3.86
May 5,vs COL,L 2-0,6.0,3,1,1,1,1,5,7,8,88,21,66,L(1-3),-,4.23
Apr 25,@ STL,L 9-1,3.1,5,7,3,0,2,3,7,7,88,20,29,L(1-2),-,4.98
Apr 18,vs WSH,W 11-5,4.0,3,3,3,1,1,6,7,1,74,15,49,-,-,4.42
Apr 13,vs MIL,W 6-5,5.1,3,4,3,2,2,5,7,7,83,22,51,W(1-1),-,3.77
Apr 7,@ WSH,W 3-2,5.0,3,1,0,0,2,8,6,4,93,20,65,-,-,3.00
Apr 1,vs STL,L 5-1,4.0,4,3,3,2,3,4,5,6,89,18,43,L(0-1),-,6.75
