DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,vs MIN,W 4-2,4.0,4,1,1,0,2,6,6,3,77,17,54,-,-,5.03
Jul 2,vs CLE,L 9-3,5.1,8,9,8,2,1,2,11,11,94,28,19,L(5-10),-,5.13
Jun 26,@ MIL,L 5-1,5.0,7,5,5,3,3,7,8,7,87,25,37,L(5-9),-,4.67
Jun 20,vs TEX,L 3-2,6.0,5,3,3,1,4,4,6,12,91,27,50,L(5-8),-,4.43
Jun 15,vs HOU,L 7-3,5.1,7,6,6,3,1,3,5,15,96,24,32,L(5-7),-,4.43
Jun 8,@ OAK,L 7-2,5.1,10,6,6,3,1,5,9,11,97,26,28,L(5-6),-,4.05
Jun 3,vs OAK,L 5-1,7.1,6,3,3,0,1,9,8,11,106,30,62,L(5-5),-,3.62
May 28,vs MIN,L 8-5,6.0,6,3,3,1,4,7,6,11,93,29,51,L(5-4),-,3.61
May 23,@ STL,W 5-2,5.0,5,2,2,0,1,7,7,6,81,21,55,-,-,3.52
May 18,vs NYY,W 5-2,5.1,7,2,2,0,1,3,10,10,101,24,48,W(5-3),-,3.51
May 12,@ CLE,L 6-2,5.2,6,4,4,1,2,7,4,12,92,25,46,L(4-3),-,3.53
May 6,vs DET,W 4-2,7.0,8,2,2,1,1,8,6,14,98,29,60,W(4-2),-,3.18
May 1,@ BOS,W 7-6,6.0,7,2,2,1,1,5,10,10,101,26,-,-,-,3.29
Apr 26,vs CHW,L 6-3,5.2,6,6,6,5,2,5,7,11,99,25,-,L(3-2),-,3.34
Apr 20,@ DET,W 3-2,8.0,4,2,2,0,1,4,11,13,106,29,69,W(3-1),-,2.03
Apr 14,vs LAA,L 5-3,4.2,7,4,4,3,1,7,3,11,98,22,40,L(2-1),-,1.93
Apr 9,vs SEA,W 10-0,7.0,1,0,0,0,2,3,8,10,90,26,76,W(2-0),-,0.00
Apr 3,@ DET,W 1-0,7.0,3,0,0,0,1,6,8,10,87,25,76,W(1-0),-,0.00
