DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 22,@ TB,L 6-4,6.2,3,1,1,0,1,6,7,10,102,25,69,-,-,4.41
Jul 14,vs PHI,W 2-0,6.0,4,0,0,0,2,4,7,11,98,24,66,W(3-5),-,4.74
Jul 8,@ WSH,W 10-2,3.2,4,2,2,0,7,5,2,8,87,22,43,-,-,5.24
Jul 3,vs TB,L 9-6,5.0,9,4,4,1,0,5,6,11,78,23,38,-,-,5.26
Jun 28,vs ARI,L 4-0,4.0,6,3,3,0,2,3,7,7,75,19,39,L(2-5),-,5.06
Jun 23,@ COL,W 6-2,6.0,3,1,1,0,2,8,4,8,86,22,68,W(2-4),-,4.91
Jun 17,@ BAL,L 10-4,3.1,9,6,6,0,1,2,5,12,75,20,19,L(1-4),-,5.45
Jun 12,vs SF,W 3-1,6.0,2,1,1,0,3,2,9,7,96,21,63,W(1-3),-,4.41
Jun 7,@ STL,L 4-1,5.0,7,3,3,1,0,4,8,9,83,21,45,L(0-3),-,5.02
Apr 25,@ LAD,W 8-6,4.2,1,0,0,0,3,10,2,3,100,18,69,-,-,4.94
Apr 20,@ MIL,L 8-0,3.2,5,6,5,2,6,5,3,8,102,23,-,L(0-2),-,6.16
Apr 14,vs PIT,L 1-0,7.0,2,0,0,0,1,2,9,12,82,25,74,-,-,4.70
Apr 8,@ PHI,W 6-3,4.0,6,3,3,0,3,2,5,9,82,19,37,-,-,8.64
Apr 2,vs BOS,L 7-3,4.1,8,5,5,1,1,5,7,9,93,22,31,L(0-1),-,10.38
