DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs LAD,W 7-4,2.0,1,0,0,0,0,4,1,2,26,7,-,-,-,4.28
Jul 23,vs LAD,L 7-6,0.2,1,0,0,0,0,0,1,1,7,2,-,-,-,4.62
Jun 12,vs COL,W 5-4,0.0,4,3,3,0,0,0,1,3,10,4,-,-,-,INF
Jun 10,vs MIL,W 4-3,0.2,2,0,0,0,0,1,0,3,11,4,-,-,H(10),3.65
Jun 9,vs MIL,L 12-3,0.2,1,1,1,1,0,2,0,1,12,3,-,-,BlSv(2),3.75
Jun 7,@ CHC,L 4-3,1.0,0,0,0,0,0,1,0,2,12,3,-,-,-,3.47
Jun 2,@ SF,L 2-0,0.2,0,0,0,0,0,1,1,0,6,2,-,-,-,3.63
May 28,@ LAD,L 5-4,0.0,2,2,2,0,0,0,1,1,6,2,-,-,-,INF
May 27,vs TOR,L 5-3,1.0,0,0,0,0,0,1,2,0,6,3,-,-,-,2.91
May 26,vs TOR,W 2-1,1.0,1,0,0,0,0,1,2,0,10,3,-,-,Sv(1),3.05
May 22,vs ATL,L 3-1,1.2,0,0,0,0,0,3,2,0,26,5,-,-,-,3.20
May 19,@ STL,W 7-6,1.1,2,1,1,1,0,1,1,4,20,6,-,-,-,3.50
May 17,@ STL,W 6-2,0.2,2,1,1,0,0,0,4,0,18,5,-,-,-,3.24
May 16,@ BAL,W 4-1,0.2,0,0,0,0,1,0,1,1,12,3,-,-,H(9),2.81
May 13,vs NYM,W 4-2,0.1,0,0,0,0,0,0,0,1,4,1,-,-,H(8),2.93
May 10,vs SF,W 6-3,1.0,0,0,0,0,0,0,2,1,10,3,-,-,H(7),3.00
May 6,@ WSH,L 5-4,0.2,0,1,1,0,1,2,0,0,16,3,-,-,H(6),3.21
May 5,@ WSH,W 3-1,0.2,0,0,0,0,0,0,1,1,5,2,-,-,H(5),2.70
May 2,@ MIA,W 6-0,0.1,0,0,0,0,0,0,0,1,2,1,-,-,-,2.84
May 1,@ MIA,L 2-1,0.1,0,0,0,0,0,0,1,0,6,1,-,-,-,2.92
Apr 29,vs ATL,L 10-1,1.0,1,1,1,0,1,1,1,2,29,6,-,-,-,3.00
Apr 25,vs ARI,W 5-3,0.2,0,0,0,0,0,1,0,1,5,2,-,-,H(4),2.45
Apr 21,vs PIT,W 6-2,0.2,0,0,0,0,0,2,0,0,8,2,-,-,H(3),2.61
Apr 20,vs PIT,W 2-1,1.0,0,0,0,0,0,0,0,3,10,3,-,W(2-1),-,2.79
Apr 17,@ ATL,W 5-1,0.1,1,0,0,0,1,0,2,0,6,3,-,-,-,3.12
Apr 15,@ TB,W 10-4,1.1,0,0,0,0,0,0,2,2,11,4,-,-,H(2),3.24
Apr 13,@ TB,W 2-1,0.2,0,0,0,0,0,0,0,2,11,2,-,-,-,3.86
Apr 11,vs CIN,W 4-3,1.0,1,0,0,0,0,2,1,1,22,4,-,-,-,4.26
Apr 9,vs CIN,W 6-5,1.0,1,0,0,0,0,1,1,2,10,4,-,W(1-1),-,5.06
Apr 8,vs MIA,L 6-3,0.1,0,2,2,0,1,0,1,0,11,3,-,L(0-1),-,6.23
Apr 5,vs MIA,W 5-0,1.0,0,0,0,0,0,1,2,0,10,3,-,-,-,2.25
Apr 4,@ NYM,L 4-2,1.0,0,0,0,0,0,1,1,1,15,3,-,-,-,3.00
Mar 30,@ ATL,W 5-4,1.0,2,1,1,0,1,0,2,2,21,5,-,-,BlSv(1),4.50
Mar 29,@ ATL,L 8-5,1.0,1,0,0,0,0,1,3,0,12,5,-,-,H(1),0.00
