Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K
Dylan Bundy,$6.8K,R,BAL,SP,CLE, , ,4.00%,4.372,-1600,6,9.0,153,3.93,-0.11,6,0.345,,0.185,6.00,3,0.328,,0.184,9.25,50,4.25,5.47,0.18,0.339,7.08,0.31,0.31,17.49,2.57
Hector Velazquez,$5.5K,R,BOS,SP,@ KCR, , ,4.00%,3.507,-100,-2,9.5,-103,4.69,-0.12,3,0.263,,0.000,13.50,6,0.400,,0.363,5.06,2,3.70,8.71,0.43,0.354,7.87,0.62,0.27,14.03,2.55
Johnny Cueto,$9.1K,R,SFG,SP,@ ATL,6,7.43,15.00%,1.550,-600,0,9.0,-137,4.83,0.01,4,0.310,,0.156,8.77,5,0.292,,0.132,8.43,47,3.28,4.02,0.15,0.300,8.58,0.42,0.23,23.25,2.55
Scott Feldman,$6.1K,R,CIN,SP,@ TBR, , ,5.00%,3.076,-1700,6,9.0,134,4.1,-0.09,3,0.368,,0.195,7.14,6,0.311,,0.145,7.27,54,4.01,4.96,0.17,0.330,7.23,0.40,0.23,15.38,2.52
Tanner Roark,$7.6K,R,WAS,SP,@ MIA,9,10.00,5.00%,3.736,-1200,2,9.5,-107,4.81,-0.14,6,0.315,,0.119,7.22,3,0.295,,0.103,8.42,49,3.94,4.65,0.15,0.308,7.62,0.41,0.22,18.68,2.46
Jake Odorizzi,$7.4K,R,TBR,SP,CIN,5,4.29,22.50%,0.799,-300,-2,9.0,-144,4.9,0.09,6,0.267,,0.152,9.54,3,0.343,,0.217,7.47,45,3.99,5.23,0.18,0.292,8.85,0.28,0.32,17.98,2.43
Clayton Kershaw,$13.5K,L,LAD,SP,NYM,1,1.14,40.00%,0.805,1000,0,7.0,-284,4.54,1.04,2,0.244,,0.126,10.23,7,0.238,,0.107,10.51,40,2.41,3.01,0.14,0.239,10.45,0.39,0.24,32.19,2.38
Matt Garza,$5.9K,R,MIL,SP,PIT, , ,2.00%,6.825,-1500,4,9.0,115,4.29,-0.1,3,0.354,,0.167,6.04,6,0.310,,0.149,8.48,28,4.28,5.00,0.17,0.325,7.67,0.37,0.21,13.65,2.31
Jon Lester,$10.5K,L,CHC,SP,SDP,2,2.14,30.00%,0.799,600,0,8.5,-210,5.11,5.11,1,0.235,,0.099,10.07,8,0.294,,0.145,8.75,50,3.29,4.06,0.16,0.287,8.90,0.39,0.23,23.98,2.28
Zack Wheeler,$7.0K,R,NYM,SP,@ LAD, , ,5.00%,3.172,-1200,3,7.0,254,2.46,-1.04,6,0.348,,0.222,10.62,3,0.317,,0.095,6.82,12,4.08,5.02,0.18,0.338,9.35,0.36,0.24,15.86,2.27
