DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 25,vs MIN,L 12-6,2.0,0,0,0,0,0,2,1,3,20,6,-,-,-,5.64
Jul 23,vs MIN,L 8-3,3.0,0,0,0,0,0,3,4,2,28,9,-,-,-,5.82
Jul 15,@ BOS,L 5-2,0.2,0,0,0,0,3,0,1,0,20,4,-,-,-,6.10
Jun 19,vs ATL,L 11-4,3.0,5,5,5,2,3,2,6,7,64,18,28,L(2-6),-,6.16
Jun 12,@ TB,L 4-1,5.0,4,4,4,1,4,4,5,10,102,23,43,L(2-5),-,5.71
Jun 7,vs BAL,W 5-4,6.0,4,1,1,0,3,6,7,9,91,25,63,-,-,5.57
Jun 1,@ DET,L 5-2,1.2,7,4,4,0,0,1,7,3,44,11,26,L(2-4),-,6.08
May 26,@ PHI,L 2-1,7.0,5,1,1,1,0,5,11,10,73,26,68,-,-,5.52
May 15,@ NYM,L 12-2,3.2,6,6,6,0,3,3,2,12,67,20,25,L(2-3),-,6.28
May 9,vs SEA,W 5-2,5.0,3,2,1,0,5,3,8,7,92,24,53,-,-,5.40
May 3,@ CLE,W 13-11,3.1,7,6,6,1,1,4,4,10,67,19,-,-,-,6.00
Apr 28,vs TEX,L 7-4,5.0,4,5,3,2,4,5,7,8,103,24,-,L(2-2),-,4.73
Apr 22,@ NYY,L 5-1,5.1,6,4,4,1,3,6,7,8,95,24,43,L(2-1),-,4.57
Apr 17,vs KC,W 11-3,5.0,8,3,3,2,1,5,6,9,86,22,-,W(2-0),-,3.86
Apr 8,@ TEX,W 7-4,5.1,5,3,3,1,2,5,4,12,96,23,49,W(1-0),-,3.18
Apr 2,vs CHW,W 4-2,6.0,4,1,1,1,2,7,8,4,92,22,65,-,-,1.50
