DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs LAD,W 7-4,1.0,1,0,0,0,1,1,1,2,20,5,-,W(7-8),-,4.05
Jul 22,vs SD,W 5-0,7.0,2,0,0,0,1,7,7,8,87,24,79,W(6-8),-,4.09
Jul 11,@ NYM,L 3-0,6.0,2,0,0,0,1,3,4,12,85,20,70,-,-,4.39
Jun 30,vs WSH,W 3-2,2.0,3,1,1,0,1,3,3,3,43,10,48,-,-,4.69
Jun 25,vs NYY,L 4-2,6.0,3,2,2,1,4,7,5,8,96,24,61,L(5-8),-,4.69
Jun 19,vs STL,L 7-6,6.1,4,4,4,2,3,8,4,10,97,26,54,-,-,4.82
Jun 14,vs COL,W 9-3,6.2,1,2,2,0,2,6,6,8,105,22,68,W(5-7),-,4.74
Jun 8,vs MIL,L 12-4,3.2,9,10,10,1,2,4,10,6,74,22,5,L(4-7),-,4.95
Jun 2,@ SF,L 2-0,6.1,5,1,1,0,1,9,10,5,91,25,67,L(4-6),-,3.82
May 28,@ LAD,L 5-4,5.2,3,2,2,0,2,6,5,8,98,21,59,-,-,4.08
May 22,vs ATL,L 3-1,4.1,6,2,1,1,3,9,5,5,89,22,51,L(4-5),-,4.18
May 17,@ STL,W 6-2,6.1,5,0,0,0,2,5,9,9,96,25,66,W(4-4),-,4.37
May 10,vs SF,W 6-3,6.0,5,3,3,2,1,12,2,9,101,24,61,W(3-4),-,5.05
May 5,@ WSH,W 3-1,5.0,1,1,1,1,4,4,5,7,92,21,61,W(2-4),-,5.14
Apr 29,vs ATL,L 10-1,4.0,7,6,6,2,2,4,4,11,73,21,26,L(1-4),-,5.70
Apr 24,vs ARI,L 8-4,4.2,4,4,4,2,2,6,5,7,86,20,44,L(1-3),-,4.50
Apr 18,@ ATL,L 7-3,6.0,7,3,3,1,1,7,3,13,99,24,52,L(1-2),-,3.80
Apr 13,@ TB,W 2-1,6.2,4,1,1,0,1,7,8,9,93,25,68,-,-,3.52
Apr 7,vs MIA,W 20-1,6.0,4,1,1,0,1,6,7,9,98,23,65,W(1-1),-,5.19
Mar 31,@ ATL,L 15-2,2.2,9,7,4,0,2,4,5,8,69,20,-,L(0-1),-,13.50
