DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 22,vs COL,W 6-1,8.0,2,1,1,1,1,13,3,10,111,27,86,W(11-5),-,3.05
Jul 14,@ ATL,W 3-0,7.2,4,0,0,0,0,7,10,10,103,27,78,W(10-5),-,3.18
Jul 8,vs SD,L 4-3,4.1,6,2,2,0,3,5,4,9,94,21,45,-,-,3.39
Jul 3,vs STL,W 4-2,6.2,7,2,2,0,1,4,10,12,95,27,55,W(9-5),-,3.36
Jun 28,@ MIA,W 4-0,7.0,7,0,0,0,0,6,8,14,103,29,69,W(8-5),-,3.41
Jun 23,@ PIT,W 7-2,6.0,2,0,0,0,0,7,9,4,88,21,75,W(7-5),-,3.66
Jun 18,@ LAA,W 7-4,6.1,7,3,3,2,2,5,7,13,102,27,50,W(6-5),-,3.90
Jun 13,vs PIT,L 5-4,4.2,5,5,5,1,4,7,5,7,101,23,37,L(5-5),-,3.87
Jun 8,@ COL,W 9-4,5.2,8,4,3,2,2,5,10,11,96,28,42,W(5-4),-,3.53
Jun 2,vs MIA,W 6-2,6.2,7,1,1,0,1,6,7,13,109,27,61,W(4-4),-,3.44
May 27,@ OAK,L 2-1,6.0,6,2,2,1,3,5,5,12,100,25,54,L(3-4),-,3.65
May 21,@ MIL,L 4-2,6.0,5,4,4,3,0,9,4,10,93,23,55,L(3-3),-,3.71
May 15,vs MIL,W 2-1,6.0,4,1,1,0,1,5,9,8,104,23,64,-,-,3.46
May 10,vs WSH,L 2-1,7.0,4,1,1,0,0,6,8,11,91,25,71,-,-,3.70
May 5,vs HOU,W 4-3,5.2,5,1,1,1,2,5,9,8,102,24,58,-,-,4.10
Apr 30,vs LAD,W 8-5,6.0,4,2,2,0,1,10,7,5,92,24,65,W(3-2),-,4.50
Apr 25,@ PHI,L 5-3,6.0,9,5,5,1,1,9,7,9,99,26,42,L(2-2),-,4.80
Apr 19,vs SF,W 3-1,7.0,3,1,1,1,1,2,10,11,88,24,68,W(2-1),-,4.13
Apr 13,@ LAD,W 8-7,6.1,5,4,4,2,1,7,8,9,92,26,53,W(1-1),-,5.29
Apr 7,@ STL,L 5-3,5.0,9,5,5,1,0,5,6,13,86,24,34,L(0-1),-,5.06
Mar 31,vs COL,L 2-1,5.2,5,1,1,1,0,9,3,10,83,22,64,-,-,1.59
