DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,vs CLE,L 16-3,4.2,8,5,5,0,1,2,6,13,73,22,29,L(5-8),-,4.85
Jul 11,@ BOS,L 4-2,6.0,9,4,3,0,2,3,13,10,96,28,41,L(5-7),-,4.64
Jul 6,@ DET,L 3-1,8.0,5,3,3,2,0,3,13,13,97,29,63,L(5-6),-,4.65
Jun 30,vs CHW,W 13-4,5.0,7,3,3,1,2,2,11,9,79,24,41,W(5-5),-,4.76
Jun 24,@ MIN,L 2-0,7.0,7,2,2,0,1,5,5,17,82,28,-,L(4-5),-,4.72
Jun 18,@ KC,W 6-3,6.0,9,3,3,0,1,1,12,13,90,27,42,W(4-4),-,4.91
Jun 12,@ LAD,L 12-5,3.1,9,8,8,3,1,3,3,12,72,19,12,L(3-4),-,4.94
Jun 6,vs OAK,W 8-2,5.0,6,2,2,1,2,1,9,11,97,23,46,W(3-3),-,4.16
Jun 1,@ LAA,L 6-0,3.0,8,6,6,2,1,4,3,10,68,18,22,L(2-3),-,4.21
May 26,vs KC,W 4-3,7.0,5,3,3,0,2,4,8,14,102,28,57,-,-,3.55
May 21,vs NYY,L 10-5,5.1,8,6,6,4,1,4,10,11,99,27,-,L(2-2),-,3.51
May 16,@ SEA,W 5-1,7.2,4,0,0,0,0,3,12,12,96,27,74,W(2-1),-,2.82
May 9,vs DET,W 5-4,5.0,6,3,2,1,1,4,10,7,98,22,48,-,-,3.32
May 4,vs BOS,L 5-1,7.0,5,4,4,4,0,4,9,13,91,26,55,L(1-1),-,3.29
Apr 28,@ TOR,W 7-4,7.0,6,3,3,2,0,2,11,14,98,27,-,W(1-0),-,2.87
Apr 21,vs SEA,L 9-7,5.2,7,4,4,1,1,2,11,10,78,25,-,-,-,2.59
Apr 15,@ HOU,W 3-1,7.2,1,1,1,0,1,7,10,7,96,25,79,-,-,1.45
Apr 10,vs LAA,L 11-1,3.0,2,1,1,0,0,2,3,5,29,10,-,-,-,1.64
Apr 8,vs TOR,L 7-4,2.0,1,0,0,0,0,4,3,0,29,7,-,-,-,1.13
Apr 2,@ OAK,L 3-1,6.0,7,1,1,1,1,4,10,9,89,24,-,-,-,1.50
