DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,@ CIN,W 4-2,1.0,1,0,0,0,0,1,2,1,12,4,-,-,-,3.31
Jul 23,@ CIN,L 2-1,1.0,1,0,0,0,0,0,3,1,10,4,-,-,H(13),3.38
Jul 21,@ CHC,W 6-3,1.2,1,0,0,0,1,1,4,1,25,7,-,-,-,3.44
Jul 15,vs CIN,W 6-4,1.0,2,1,1,0,0,0,3,2,14,5,-,-,Sv(2),3.56
Jul 14,vs CIN,L 8-2,0.1,4,4,4,0,1,1,1,3,24,7,-,L(3-2),BlSv(4),3.45
Jul 11,@ CHW,L 4-0,1.0,1,1,1,0,0,2,1,1,17,4,-,-,-,2.70
Jul 7,@ SF,W 3-2,1.0,2,1,1,0,0,1,3,1,25,5,-,-,H(12),2.56
Jul 4,@ ARI,W 8-4,2.0,0,0,0,0,0,3,2,1,29,7,-,-,H(11),2.42
Jul 1,vs ATL,L 6-5,2.0,0,0,0,0,0,1,5,0,21,6,-,-,-,2.53
Jun 29,vs ATL,L 5-1,0.1,1,3,3,0,1,1,0,1,19,4,-,-,-,2.66
Jun 25,vs CLE,W 4-0,1.0,1,0,0,0,1,1,2,1,20,5,-,-,H(10),2.01
Jun 23,@ MIL,W 3-2,0.1,0,0,0,0,0,0,1,0,6,1,-,-,H(9),2.06
Jun 22,@ MIL,L 2-1,1.0,1,0,0,0,1,1,1,2,22,5,-,-,-,2.08
Jun 19,@ PHI,W 7-6,1.1,1,0,0,0,0,2,2,1,19,5,-,W(3-1),BlSv(3),2.13
Jun 17,vs CHC,W 5-0,1.0,0,0,0,0,0,0,2,1,9,3,-,-,H(8),2.21
Jun 16,vs CHC,L 6-3,0.2,1,2,1,1,1,1,2,1,16,5,-,-,-,2.27
Jun 12,vs SD,L 4-2,2.0,0,0,0,0,0,4,1,1,19,6,-,-,-,2.06
Jun 9,@ CIN,W 6-4,1.0,1,0,0,0,0,3,0,1,21,4,-,-,Sv(1),2.18
Jun 8,@ CIN,W 7-6,1.0,0,0,0,0,0,1,2,0,11,3,-,-,H(7),2.25
Jun 7,vs MIA,W 4-1,1.0,1,0,0,0,1,2,2,0,17,5,-,-,H(6),2.32
Jun 3,vs PIT,W 5-0,1.0,1,0,0,0,0,2,1,1,16,4,-,-,-,2.40
May 31,vs PIT,W 10-8,1.1,2,3,3,0,2,0,1,4,30,7,-,-,BlSv(2),2.48
May 29,@ MIL,W 6-1,2.0,0,0,0,0,0,4,0,2,22,6,-,-,-,1.63
May 27,@ PIT,W 6-4,1.0,0,0,0,0,0,1,1,1,14,3,-,-,H(5),1.75
May 26,@ PIT,W 4-1,1.2,1,0,0,0,0,0,5,1,19,6,-,-,H(4),1.82
May 23,vs KC,L 5-2,1.0,0,0,0,0,0,2,1,0,7,3,-,-,-,1.96
May 20,vs PHI,W 5-1,1.1,0,0,0,0,2,1,3,0,28,6,-,-,-,2.05
May 19,vs PHI,L 7-6,1.0,1,0,0,0,0,0,4,0,12,4,-,-,-,2.18
May 17,vs PHI,L 6-2,0.0,3,3,3,0,0,0,2,2,12,4,-,-,-,INF
May 16,@ MIN,W 7-5,1.0,0,0,0,0,1,0,1,1,16,3,-,W(2-1),-,0.92
May 12,@ SD,L 2-1,1.0,0,0,0,0,0,1,2,0,8,3,-,-,-,0.96
May 10,@ SD,W 2-1,0.1,0,0,0,0,0,0,0,1,5,1,-,-,H(3),1.02
May 6,vs CHC,W 4-3,1.0,0,0,0,0,0,0,3,0,10,3,-,-,-,1.04
May 5,vs CHC,W 8-6,1.0,1,0,0,0,0,0,2,2,19,4,-,-,-,1.10
May 1,vs CHW,W 3-2,1.0,0,0,0,0,1,0,1,2,15,4,-,-,-,1.17
Apr 29,@ PIT,L 5-0,0.2,1,0,0,0,1,0,2,1,18,5,-,-,-,1.26
Apr 27,@ PIT,L 6-5,0.2,1,1,1,0,1,1,1,1,17,4,-,L(1-1),-,1.32
Apr 24,vs NYM,L 6-5,1.1,1,1,1,0,2,0,2,3,27,7,-,-,BlSv(1),0.69
Apr 21,vs CIN,W 4-3,2.1,0,0,0,0,2,0,3,2,26,9,-,W(1-0),-,0.00
Apr 17,@ CHC,W 5-3,1.0,0,0,0,0,0,0,1,2,12,3,-,-,H(2),0.00
Apr 14,@ CIN,W 6-1,1.0,2,0,0,0,1,1,2,2,23,6,-,-,-,0.00
Apr 10,vs MIL,W 5-3,2.0,1,0,0,0,2,2,1,4,27,9,-,-,-,0.00
Apr 7,vs ARI,W 5-3,1.0,0,1,0,0,2,0,3,1,19,6,-,-,H(1),0.00
Apr 5,vs ARI,L 3-1,1.0,1,0,0,0,0,0,3,1,10,4,-,-,-,0.00
Apr 2,@ MIL,W 8-4,1.1,0,0,0,0,1,1,2,0,17,4,-,-,-,0.00
Apr 1,@ NYM,W 5-1,1.0,0,0,0,0,0,1,1,1,9,3,-,-,-,0.00
Mar 29,@ NYM,L 9-4,1.0,1,0,0,0,0,1,2,0,8,3,-,-,-,0.00
