DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs SD,W 6-3,2.0,2,1,1,0,0,1,2,5,31,8,-,-,-,2.84
Jul 20,@ NYY,W 7-5,2.0,4,2,2,0,2,2,3,5,56,12,-,-,-,2.79
Jul 15,vs WSH,L 6-1,1.0,1,0,0,0,0,0,1,3,18,4,-,-,-,2.61
Jul 13,vs WSH,W 4-2,2.0,0,0,0,0,2,3,2,1,36,8,-,-,H(6),2.65
Jul 9,vs PHI,W 4-3,2.2,1,0,0,0,4,3,3,2,55,12,-,-,-,2.73
Jul 4,@ TOR,W 6-3,3.0,3,1,1,0,0,2,5,5,37,12,-,W(3-3),-,2.84
Jul 1,@ MIA,W 5-2,1.2,0,0,0,0,1,1,1,3,27,6,-,-,H(5),2.83
Jun 25,vs PIT,L 6-4,5.0,5,3,2,1,3,4,8,10,99,25,48,L(2-3),-,2.91
Jun 20,@ COL,L 10-8,3.0,6,6,3,1,2,5,4,7,72,18,32,-,-,2.85
Jun 15,@ ARI,L 7-3,5.0,8,5,5,2,1,7,6,10,100,24,-,L(2-2),-,2.49
Jun 10,vs NYY,W 2-0,6.0,2,0,0,0,0,8,4,8,84,20,76,W(2-1),-,1.77
Jun 5,vs BAL,L 2-1,3.0,1,0,0,0,0,2,6,1,27,9,-,-,-,2.04
May 31,vs CHC,L 5-1,4.0,3,0,0,0,0,3,7,5,60,15,59,-,-,2.21
May 28,@ ATL,L 4-3,1.1,3,3,3,1,1,2,1,4,32,8,-,L(1-1),BlSv(1),2.48
May 25,@ MIL,L 4-3,2.0,0,0,0,0,0,3,3,0,30,6,-,-,-,1.72
May 23,vs MIA,L 2-1,1.0,1,0,0,0,0,1,0,3,13,4,-,-,H(4),1.84
May 21,vs MIA,W 2-0,1.0,1,0,0,0,0,0,1,3,14,4,-,-,H(3),1.91
May 19,vs ARI,W 5-4,2.0,1,0,0,0,0,2,3,2,25,7,-,-,-,1.98
May 15,vs TOR,W 12-2,3.0,1,0,0,0,0,4,2,4,35,10,-,-,-,2.13
May 11,@ PHI,W 3-1,1.0,1,0,0,0,0,1,2,1,14,4,-,-,-,2.42
May 9,@ CIN,L 2-1,1.0,0,0,0,0,0,2,1,0,12,3,-,-,-,2.53
May 8,@ CIN,L 7-2,1.0,0,0,0,0,0,1,1,1,11,3,-,-,-,2.66
May 4,vs COL,L 8-7,3.0,1,0,0,0,1,3,2,5,43,11,-,-,-,2.79
May 1,vs ATL,L 3-2,2.0,2,0,0,0,0,2,3,3,23,8,-,-,-,3.31
Apr 28,@ SD,L 12-2,2.1,4,3,3,0,0,5,2,5,48,13,-,-,-,3.77
Apr 26,@ STL,L 4-3,1.0,0,0,0,0,1,0,1,2,18,5,-,-,-,2.25
Apr 20,@ ATL,W 5-3,2.0,0,0,0,0,2,1,1,2,38,6,-,-,-,2.45
Apr 18,vs WSH,W 11-5,1.0,1,1,1,1,0,0,2,2,15,4,-,-,-,3.00
Apr 16,vs WSH,L 8-6,0.0,0,1,1,0,1,0,0,0,4,1,-,-,-,INF
Apr 13,vs MIL,W 6-5,2.0,6,1,1,1,0,0,6,4,28,10,-,-,H(2),1.13
Apr 8,@ WSH,W 6-5,3.0,1,0,0,0,3,3,4,3,39,13,-,W(1-0),-,0.00
Apr 5,@ WSH,W 8-2,1.0,1,0,0,0,0,0,2,2,24,4,-,-,-,0.00
Apr 3,vs PHI,W 2-0,2.0,0,0,0,0,0,4,2,0,22,6,-,-,H(1),0.00
