DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 20,vs STL,L 18-5,0.0,1,3,3,0,2,0,1,0,17,3,-,-,-,INF
Jul 19,vs STL,W 9-6,1.0,2,1,1,1,0,0,2,3,21,5,-,-,H(3),1.17
Jul 4,vs DET,W 5-2,1.0,2,0,0,0,1,2,0,2,24,5,-,-,H(2),0.63
Jul 3,vs DET,W 5-3,1.0,0,0,0,0,0,0,2,1,14,3,-,-,-,0.68
Jun 30,vs MIN,W 14-9,0.1,2,0,0,0,0,0,1,2,8,3,-,-,-,0.73
Jun 29,vs MIN,W 10-6,1.0,0,0,0,0,0,3,0,0,18,3,-,-,H(1),0.75
Jun 26,@ LAD,W 9-4,0.2,1,0,0,0,0,1,1,1,18,3,-,-,-,0.82
Jun 25,@ LAD,L 2-1,1.1,0,0,0,0,0,0,2,2,8,4,-,-,-,0.87
Jun 23,@ CIN,L 11-2,1.0,0,0,0,0,0,2,1,0,9,3,-,-,-,1.00
Jun 22,@ CIN,L 6-3,1.0,0,0,0,0,0,1,1,1,8,3,-,-,-,1.13
Jun 20,vs LAD,W 4-0,2.0,1,0,0,0,0,1,2,3,18,6,-,-,-,1.29
Jun 19,vs LAD,W 2-1,1.0,1,0,0,0,0,1,1,1,11,3,-,-,-,1.80
Jun 17,@ STL,L 5-0,1.0,2,0,0,0,0,1,2,1,18,4,-,-,-,2.25
Jun 15,@ STL,W 13-5,1.0,3,2,1,0,0,1,4,1,21,6,-,-,-,3.00
Jun 12,@ MIL,L 4-0,1.0,1,0,0,0,0,1,1,2,11,4,-,-,-,0.00
Jun 11,@ MIL,W 7-2,1.0,2,0,0,0,0,0,3,1,20,4,-,-,-,0.00
