DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 21,@ ARI,W 6-5,5.0,5,4,4,0,3,3,6,11,77,24,41,-,-,3.28
Jul 12,vs ARI,W 5-1,5.1,6,1,1,0,1,4,6,12,98,24,55,-,-,3.11
Jul 7,@ SEA,W 5-1,5.0,5,1,1,1,4,4,5,10,98,23,53,-,-,3.18
Jul 2,vs SF,W 5-2,7.0,3,2,2,1,1,3,10,11,98,26,-,W(8-6),-,3.25
Jun 27,@ SF,L 1-0,7.0,4,0,0,0,1,4,14,8,104,27,72,-,-,3.29
Jun 21,vs NYM,W 6-4,6.0,5,2,2,1,4,4,12,4,102,24,54,W(7-6),-,3.55
Jun 16,@ TEX,L 5-2,7.0,8,2,2,0,1,3,8,16,106,28,55,-,-,3.59
Jun 10,vs ARI,L 8-3,6.0,4,4,4,1,4,8,7,7,106,26,52,L(6-6),-,3.68
Jun 5,@ CIN,W 9-6,6.2,9,3,3,1,1,7,12,9,107,29,50,W(6-5),-,3.48
May 29,vs SF,W 11-4,5.1,8,3,3,2,0,3,7,13,89,23,43,W(5-5),-,3.43
May 23,@ LAD,L 3-0,6.1,6,3,3,0,3,3,12,9,95,28,49,L(4-5),-,3.28
May 18,@ SF,W 6-1,6.2,5,1,1,1,1,5,12,6,97,24,64,W(4-4),-,3.17
May 12,vs MIL,W 4-0,6.1,4,0,0,0,4,6,9,8,96,27,67,W(3-4),-,3.42
May 6,@ NYM,W 3-2,7.0,4,2,2,0,1,8,5,12,103,26,68,W(2-4),-,3.95
Apr 30,@ CHC,L 3-2,7.0,6,3,3,0,1,5,12,9,99,27,-,L(1-4),-,4.24
Apr 24,vs SD,W 8-0,7.0,3,0,0,0,2,8,8,8,90,26,77,W(1-3),-,4.33
Apr 18,@ PIT,L 10-2,4.0,6,5,5,1,2,2,6,10,91,20,30,L(0-3),-,5.85
Apr 13,@ WSH,W 2-1,4.2,4,1,1,0,3,4,5,9,101,21,53,-,-,4.50
Apr 8,vs ATL,L 4-0,6.0,7,3,3,2,2,5,10,9,94,26,49,L(0-2),-,5.56
Apr 3,@ SD,L 8-4,5.1,5,4,4,2,2,6,10,4,87,22,46,L(0-1),-,6.75
