DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 24,vs LAD,W 7-4,5.0,5,3,3,1,2,5,5,9,91,21,48,-,-,2.42
Jul 14,@ MIA,L 2-0,6.0,4,2,2,0,1,5,14,4,93,24,60,L(12-3),-,2.30
Jul 9,@ NYM,W 3-1,7.0,1,0,0,0,1,10,5,7,105,23,84,W(12-2),-,2.27
Jul 4,vs BAL,W 4-1,7.0,7,1,1,0,2,9,8,10,103,30,66,W(11-2),-,2.41
Jun 28,vs WSH,W 4-3,7.2,5,1,1,0,2,8,7,13,114,30,71,W(10-2),-,2.48
Jun 23,@ WSH,W 5-3,6.0,4,2,2,0,3,5,7,9,83,24,58,W(9-2),-,2.58
Jun 17,@ MIL,W 10-9,4.1,7,4,4,1,4,4,6,9,92,23,33,-,-,2.55
Jun 12,vs COL,W 5-4,6.2,4,1,1,0,0,10,10,4,108,25,72,W(8-2),-,2.27
Jun 6,@ CHC,L 7-5,6.0,4,3,3,1,4,6,12,4,92,26,54,-,-,2.35
May 31,@ LAD,W 2-1,7.0,2,1,1,0,1,7,10,7,111,25,75,W(7-2),-,2.18
May 26,vs TOR,W 2-1,6.2,1,1,1,0,3,10,9,2,113,24,75,-,-,2.27
May 20,@ STL,L 5-1,6.0,7,4,4,1,1,6,6,13,99,26,47,L(6-2),-,2.37
May 13,vs NYM,W 4-2,6.0,9,1,1,1,2,4,12,7,89,25,-,W(6-1),-,1.99
May 8,vs SF,W 4-2,7.0,5,1,1,0,0,12,6,7,109,25,75,W(5-1),-,2.05
May 2,@ MIA,W 6-0,7.1,4,0,0,0,1,7,8,9,101,25,76,W(4-1),-,2.17
Apr 27,vs ATL,W 7-3,7.0,7,3,3,0,1,4,16,7,101,28,54,W(3-1),-,2.58
Apr 21,vs PIT,W 6-2,7.0,6,2,2,1,0,9,7,10,103,26,66,W(2-1),-,2.30
Apr 16,@ ATL,L 2-1,6.0,4,2,2,0,1,2,10,9,85,22,57,L(1-1),-,2.22
Apr 10,vs CIN,W 6-1,8.0,3,1,1,0,3,6,10,10,103,29,75,W(1-0),-,1.96
Apr 4,@ NYM,L 4-2,5.0,4,2,2,1,4,4,9,4,87,22,51,-,-,2.61
Mar 29,@ ATL,L 8-5,5.1,3,1,1,0,1,3,7,9,68,20,60,-,-,1.69
