DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 25,vs STL,W 7-3,6.0,7,2,2,1,1,5,6,7,99,27,54,W(6-8),-,5.07
Jul 15,@ STL,L 6-4,1.2,1,0,0,0,1,0,3,3,15,7,-,-,-,5.19
Jul 10,@ CLE,W 7-4,7.1,5,4,3,2,2,1,13,15,100,31,53,-,-,5.28
Jul 4,vs CHW,W 7-4,5.0,6,4,4,2,0,6,8,7,95,21,45,W(5-8),-,5.40
Jun 29,vs MIL,L 8-2,5.0,7,2,2,1,2,5,9,8,84,25,48,L(4-8),-,5.30
Jun 24,vs CHC,W 8-6,5.0,8,5,5,1,1,6,7,9,80,23,-,-,-,5.40
Jun 19,vs DET,W 9-5,7.0,4,0,0,0,4,6,9,8,107,27,71,W(4-7),-,5.18
Jun 12,@ KC,W 5-1,8.0,4,1,1,1,1,2,13,13,106,29,71,-,-,5.67
Jun 6,vs COL,L 6-3,5.0,6,5,5,1,1,6,7,8,93,22,40,L(3-7),-,6.23
May 30,@ ARI,W 7-4,5.0,7,4,4,2,0,3,4,15,81,22,40,W(3-6),-,6.00
May 25,@ COL,L 5-4,5.1,8,5,5,1,4,5,11,7,78,27,33,L(2-6),-,5.89
May 19,vs CHC,L 10-0,5.0,6,7,7,1,6,6,6,9,98,27,27,L(2-5),-,5.62
May 14,@ SF,L 10-7,2.1,8,6,6,0,2,2,4,9,66,17,17,L(2-4),-,4.84
May 9,vs NYM,W 2-1,6.0,4,1,1,0,1,7,6,8,100,22,-,-,-,3.83
May 4,vs MIA,W 4-1,5.1,3,1,1,1,2,2,7,9,93,21,58,W(2-3),-,4.21
Apr 28,@ MIN,L 3-1,4.2,6,3,2,1,2,1,8,10,89,21,41,L(1-3),-,4.65
Apr 23,vs ATL,W 10-4,6.0,4,2,1,1,1,5,8,9,98,23,62,W(1-2),-,4.78
Apr 17,@ MIL,L 2-0,5.0,4,2,2,1,2,4,8,7,79,21,53,L(0-2),-,5.75
Apr 12,vs STL,L 13-4,4.1,6,4,4,1,4,4,7,8,95,23,-,-,-,6.46
Apr 7,@ PIT,W 7-4,5.0,7,4,4,0,1,1,9,13,77,24,37,-,-,5.73
Apr 1,vs WSH,L 6-5,6.0,4,3,3,2,4,2,14,5,95,25,-,L(0-1),-,4.50
