DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
Jul 22,@ TEX,L 5-0,6.2,4,2,2,0,4,7,8,8,102,27,61,L(7-6),-,3.43
Jul 14,vs NYY,L 5-4,6.0,7,5,4,2,1,8,5,12,97,26,47,L(7-5),-,3.47
Jul 9,vs CIN,L 7-5,6.0,7,5,5,1,3,11,2,11,107,27,46,L(7-4),-,3.34
Jul 1,@ OAK,W 15-3,6.0,8,3,3,0,2,5,5,14,106,27,-,W(7-3),-,3.11
Jun 25,@ STL,L 4-0,5.0,6,2,2,0,2,4,6,10,98,22,49,L(6-3),-,3.03
Jun 19,vs CHW,W 6-3,7.2,5,1,1,0,2,10,7,12,114,31,73,W(6-2),-,3.00
Jun 14,@ CHW,W 5-2,7.0,5,2,1,1,1,11,11,3,100,27,71,W(5-2),-,3.15
Jun 9,@ DET,L 4-2,6.2,4,2,2,0,3,5,6,13,104,27,60,-,-,3.31
Jun 3,@ MIN,L 7-5,6.0,7,4,4,2,3,3,7,15,106,28,42,-,-,3.36
May 29,vs CHW,W 7-3,6.2,4,1,1,0,2,7,7,9,108,25,67,W(4-2),-,3.14
May 24,vs HOU,L 8-2,5.1,7,5,5,1,3,4,7,9,105,24,35,L(3-2),-,3.32
May 18,@ HOU,L 4-1,6.1,8,3,3,1,4,6,8,9,106,27,47,L(3-1),-,2.87
May 12,vs KC,W 6-2,7.2,8,2,2,0,0,5,11,13,115,29,60,W(3-0),-,2.70
May 6,@ NYY,L 7-4,7.1,1,2,2,0,4,10,8,4,116,26,74,-,-,2.76
May 1,vs TEX,L 8-6,6.2,7,3,3,1,1,7,7,13,105,28,54,-,-,2.82
Apr 26,vs SEA,L 5-4,6.0,8,4,4,0,1,5,10,10,88,26,44,-,-,2.56
Apr 21,@ BAL,W 4-0,9.0,2,0,0,0,2,3,12,14,107,31,84,W(2-0),-,1.75
Apr 13,vs TOR,L 8-4,4.0,3,4,4,1,2,5,5,5,82,17,43,-,-,2.70
Apr 8,vs KC,W 3-1,7.1,10,1,1,0,2,4,12,11,110,29,58,-,-,0.71
Apr 2,@ LAA,W 6-0,5.1,4,0,0,0,2,5,6,9,97,22,63,W(1-0),-,0.00
