DATE,OPPONENT,RESULT,IP,H,R,ER,HR,BB,SO,GB,FB,Pit,BF,GSc,Dec.,Rel.,ERA
May 3,vs TOR,L 13-11,0.2,2,2,2,1,0,1,1,2,12,4,-,-,BlSv(1),6.94
May 1,vs TEX,L 8-6,1.2,3,2,2,2,1,2,1,5,28,9,-,L(0-2),-,5.73
Apr 29,vs SEA,L 10-4,1.0,3,3,3,1,1,2,3,2,23,8,-,-,-,4.82
Apr 26,vs SEA,L 5-4,0.1,2,1,1,0,1,0,0,3,12,4,-,L(0-1),-,2.16
Apr 25,vs CHC,W 4-1,0.1,0,0,0,0,0,1,0,0,5,1,-,-,H(2),1.13
Apr 24,vs CHC,L 10-3,1.0,1,0,0,0,0,3,0,1,13,4,-,-,-,1.17
Apr 18,@ MIN,L 2-1,1.0,0,0,0,0,0,1,2,0,10,3,-,-,-,1.35
Apr 12,vs DET,W 9-3,1.0,2,1,1,0,0,0,2,4,27,6,-,-,-,1.59
Apr 6,vs KC,W 3-2,1.0,1,0,0,0,0,1,0,3,14,4,-,-,H(1),0.00
Apr 4,@ LAA,L 3-2,1.1,0,0,0,0,1,1,0,3,18,5,-,-,-,0.00
Apr 2,@ LAA,W 6-0,1.1,1,0,0,0,0,0,2,3,24,6,-,-,-,0.00
Apr 1,@ SEA,L 5-4,1.0,0,0,0,0,1,0,1,2,12,4,-,-,-,0.00
